TID: [2026-01-08 20:28:55,247]  INFO {org.wso2.config.mapper.ConfigParser} - Initializing configurations with deployment configurations {org.wso2.config.mapper.ConfigParser}
TID: [-1234] [] [2026-01-08 21:04:06,781] [83a1a0d1-3f59-4522-81d3-b432adee6b93]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 191e1b97-1f89-4793-b585-230788396e40: false
TID: [-1234] [] [2026-01-08 21:04:08,776] [7167bacc-a870-4fd8-9638-cfd266756ce3]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:04:08,777] [7167bacc-a870-4fd8-9638-cfd266756ce3]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 191e1b97-1f89-4793-b585-230788396e40
TID: [-1234] [] [2026-01-08 21:04:08,777] [7167bacc-a870-4fd8-9638-cfd266756ce3]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 191e1b97-1f89-4793-b585-230788396e40: false
TID: [-1234] [] [2026-01-08 21:04:10,777] [097f47b4-41db-4e62-8400-e9c503851815]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:04:10,778] [097f47b4-41db-4e62-8400-e9c503851815]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 191e1b97-1f89-4793-b585-230788396e40
TID: [-1234] [] [2026-01-08 21:04:10,778] [097f47b4-41db-4e62-8400-e9c503851815]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 191e1b97-1f89-4793-b585-230788396e40: false
TID: [-1234] [] [2026-01-08 21:04:12,776] [4030a817-c3bb-4663-b8b7-0e89d303d8e2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:04:12,777] [4030a817-c3bb-4663-b8b7-0e89d303d8e2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 191e1b97-1f89-4793-b585-230788396e40
TID: [-1234] [] [2026-01-08 21:04:12,777] [4030a817-c3bb-4663-b8b7-0e89d303d8e2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 191e1b97-1f89-4793-b585-230788396e40: false
TID: [-1234] [] [2026-01-08 21:04:14,777] [256c619c-3d6d-4129-902a-c1b99073a6f6]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:04:14,778] [256c619c-3d6d-4129-902a-c1b99073a6f6]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 191e1b97-1f89-4793-b585-230788396e40
TID: [-1234] [] [2026-01-08 21:04:14,779] [256c619c-3d6d-4129-902a-c1b99073a6f6]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 191e1b97-1f89-4793-b585-230788396e40: false
TID: [-1234] [] [2026-01-08 21:04:16,778] [0d2eaf13-7539-4962-9660-dd5747652ddb]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:04:16,780] [0d2eaf13-7539-4962-9660-dd5747652ddb]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 191e1b97-1f89-4793-b585-230788396e40
TID: [-1234] [] [2026-01-08 21:04:16,782] [0d2eaf13-7539-4962-9660-dd5747652ddb]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 191e1b97-1f89-4793-b585-230788396e40: false
TID: [-1234] [] [2026-01-08 21:04:18,778] [68373f46-5f5a-41d3-b242-7c6c32ea569d]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:04:18,779] [68373f46-5f5a-41d3-b242-7c6c32ea569d]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 191e1b97-1f89-4793-b585-230788396e40
TID: [-1234] [] [2026-01-08 21:04:18,779] [68373f46-5f5a-41d3-b242-7c6c32ea569d]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 191e1b97-1f89-4793-b585-230788396e40: false
TID: [-1234] [] [2026-01-08 21:04:20,776] [7f52a534-42c6-471e-9dfe-ff42c61d0c6b]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:04:20,777] [7f52a534-42c6-471e-9dfe-ff42c61d0c6b]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 191e1b97-1f89-4793-b585-230788396e40
TID: [-1234] [] [2026-01-08 21:04:20,778] [7f52a534-42c6-471e-9dfe-ff42c61d0c6b]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 191e1b97-1f89-4793-b585-230788396e40: false
TID: [-1234] [] [2026-01-08 21:04:22,779] [97829c6a-af08-43b6-a99c-83cb484e12e0]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:04:22,781] [97829c6a-af08-43b6-a99c-83cb484e12e0]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 191e1b97-1f89-4793-b585-230788396e40
TID: [-1234] [] [2026-01-08 21:04:22,781] [97829c6a-af08-43b6-a99c-83cb484e12e0]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 191e1b97-1f89-4793-b585-230788396e40: false
TID: [-1234] [] [2026-01-08 21:04:24,778] [f6223d56-8fec-4245-a9f6-4f3d084fc606]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:04:24,779] [f6223d56-8fec-4245-a9f6-4f3d084fc606]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 191e1b97-1f89-4793-b585-230788396e40
TID: [-1234] [] [2026-01-08 21:04:24,780] [f6223d56-8fec-4245-a9f6-4f3d084fc606]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 191e1b97-1f89-4793-b585-230788396e40: false
TID: [-1234] [] [2026-01-08 21:04:26,777] [815417d6-146e-4ae8-b2b1-7c4f817d6795]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:04:26,778] [815417d6-146e-4ae8-b2b1-7c4f817d6795]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 191e1b97-1f89-4793-b585-230788396e40
TID: [-1234] [] [2026-01-08 21:04:26,779] [815417d6-146e-4ae8-b2b1-7c4f817d6795]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 191e1b97-1f89-4793-b585-230788396e40: false
TID: [-1234] [] [2026-01-08 21:04:28,779] [48cc9da3-37b1-4696-a001-2cedff0cff53]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:04:28,780] [48cc9da3-37b1-4696-a001-2cedff0cff53]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 191e1b97-1f89-4793-b585-230788396e40
TID: [-1234] [] [2026-01-08 21:04:28,781] [48cc9da3-37b1-4696-a001-2cedff0cff53]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 191e1b97-1f89-4793-b585-230788396e40: false
TID: [-1234] [] [2026-01-08 21:04:30,777] [e8e435b4-2cf2-4d2c-bd13-c5284882b902]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:04:30,778] [e8e435b4-2cf2-4d2c-bd13-c5284882b902]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 191e1b97-1f89-4793-b585-230788396e40
TID: [-1234] [] [2026-01-08 21:04:30,778] [e8e435b4-2cf2-4d2c-bd13-c5284882b902]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 191e1b97-1f89-4793-b585-230788396e40: false
TID: [-1234] [] [2026-01-08 21:04:32,778] [af615f50-8324-4eee-9ebf-3f0072bffbec]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:04:32,780] [af615f50-8324-4eee-9ebf-3f0072bffbec]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 191e1b97-1f89-4793-b585-230788396e40
TID: [-1234] [] [2026-01-08 21:04:32,780] [af615f50-8324-4eee-9ebf-3f0072bffbec]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 191e1b97-1f89-4793-b585-230788396e40: false
TID: [-1234] [] [2026-01-08 21:04:34,779] [e02b99b5-1bd2-4bdf-bc09-d6be170101e1]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:04:34,780] [e02b99b5-1bd2-4bdf-bc09-d6be170101e1]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 191e1b97-1f89-4793-b585-230788396e40
TID: [-1234] [] [2026-01-08 21:04:34,780] [e02b99b5-1bd2-4bdf-bc09-d6be170101e1]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 191e1b97-1f89-4793-b585-230788396e40: false
TID: [-1234] [] [2026-01-08 21:04:36,778] [d2d9f849-62ed-466b-abee-909fff331b74]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:04:36,778] [d2d9f849-62ed-466b-abee-909fff331b74]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 191e1b97-1f89-4793-b585-230788396e40
TID: [-1234] [] [2026-01-08 21:04:36,779] [d2d9f849-62ed-466b-abee-909fff331b74]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 191e1b97-1f89-4793-b585-230788396e40: false
TID: [-1234] [] [2026-01-08 21:04:38,774] [f6087e52-b321-4639-be27-e19bcf346d98]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:04:38,774] [f6087e52-b321-4639-be27-e19bcf346d98]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 191e1b97-1f89-4793-b585-230788396e40
TID: [-1234] [] [2026-01-08 21:04:38,774] [f6087e52-b321-4639-be27-e19bcf346d98]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 191e1b97-1f89-4793-b585-230788396e40: false
TID: [-1234] [] [2026-01-08 21:04:40,778] [1ea0c3da-f4a5-4f74-b17e-b4997c336082]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:04:40,779] [1ea0c3da-f4a5-4f74-b17e-b4997c336082]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 191e1b97-1f89-4793-b585-230788396e40
TID: [-1234] [] [2026-01-08 21:04:40,779] [1ea0c3da-f4a5-4f74-b17e-b4997c336082]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 191e1b97-1f89-4793-b585-230788396e40: false
TID: [-1234] [] [2026-01-08 21:04:42,778] [b3f8f055-828a-4187-bde7-f8b5160276af]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:04:42,779] [b3f8f055-828a-4187-bde7-f8b5160276af]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 191e1b97-1f89-4793-b585-230788396e40
TID: [-1234] [] [2026-01-08 21:04:42,780] [b3f8f055-828a-4187-bde7-f8b5160276af]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 191e1b97-1f89-4793-b585-230788396e40: false
TID: [-1234] [] [2026-01-08 21:04:44,776] [4f2df746-2b1d-427b-a3bf-a31c64b8f5be]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:04:44,777] [4f2df746-2b1d-427b-a3bf-a31c64b8f5be]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 191e1b97-1f89-4793-b585-230788396e40
TID: [-1234] [] [2026-01-08 21:04:44,777] [4f2df746-2b1d-427b-a3bf-a31c64b8f5be]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 191e1b97-1f89-4793-b585-230788396e40: false
TID: [-1234] [] [2026-01-08 21:04:45,176] [4854004b-ebc6-4201-bf93-dfcbd9c19427]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletResponseServlet} - VP token received and stored for state: 191e1b97-1f89-4793-b585-230788396e40
TID: [-1234] [] [2026-01-08 21:04:46,789] [c31b28a9-1bda-43b4-8450-48771c1ee02e]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:04:46,790] [c31b28a9-1bda-43b4-8450-48771c1ee02e]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 191e1b97-1f89-4793-b585-230788396e40
TID: [-1234] [] [2026-01-08 21:04:46,790] [c31b28a9-1bda-43b4-8450-48771c1ee02e]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 191e1b97-1f89-4793-b585-230788396e40: true
TID: [-1234] [] [2026-01-08 21:04:47,129] [0826f96a-e34d-4e9b-8e1d-084a939aa3b0]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} - === WalletAuthenticator.canHandle called ===
TID: [-1234] [] [2026-01-08 21:04:47,129] [0826f96a-e34d-4e9b-8e1d-084a939aa3b0]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     proceedAuth=true
TID: [-1234] [] [2026-01-08 21:04:47,130] [0826f96a-e34d-4e9b-8e1d-084a939aa3b0]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     walletState=191e1b97-1f89-4793-b585-230788396e40
TID: [-1234] [] [2026-01-08 21:04:47,130] [0826f96a-e34d-4e9b-8e1d-084a939aa3b0]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     sessionDataKey=36201efe-7185-4a53-8f24-1e308c702bdb
TID: [-1234] [] [2026-01-08 21:04:47,130] [0826f96a-e34d-4e9b-8e1d-084a939aa3b0]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     canHandle result=true
TID: [-1234] [] [2026-01-08 21:04:47,130] [0826f96a-e34d-4e9b-8e1d-084a939aa3b0]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} - === WalletAuthenticator.canHandle called ===
TID: [-1234] [] [2026-01-08 21:04:47,131] [0826f96a-e34d-4e9b-8e1d-084a939aa3b0]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     proceedAuth=true
TID: [-1234] [] [2026-01-08 21:04:47,131] [0826f96a-e34d-4e9b-8e1d-084a939aa3b0]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     walletState=191e1b97-1f89-4793-b585-230788396e40
TID: [-1234] [] [2026-01-08 21:04:47,131] [0826f96a-e34d-4e9b-8e1d-084a939aa3b0]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     sessionDataKey=36201efe-7185-4a53-8f24-1e308c702bdb
TID: [-1234] [] [2026-01-08 21:04:47,132] [0826f96a-e34d-4e9b-8e1d-084a939aa3b0]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     canHandle result=true
TID: [-1234] [] [2026-01-08 21:04:47,132] [0826f96a-e34d-4e9b-8e1d-084a939aa3b0]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} - === WalletAuthenticator.processAuthenticationResponse CALLED ===
TID: [-1234] [] [2026-01-08 21:04:47,132] [0826f96a-e34d-4e9b-8e1d-084a939aa3b0]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     sessionDataKey from request: 36201efe-7185-4a53-8f24-1e308c702bdb
TID: [-1234] [] [2026-01-08 21:04:47,133] [0826f96a-e34d-4e9b-8e1d-084a939aa3b0]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     walletState from request: 191e1b97-1f89-4793-b585-230788396e40
TID: [-1234] [] [2026-01-08 21:04:47,133] [0826f96a-e34d-4e9b-8e1d-084a939aa3b0]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     Using state for token lookup: 191e1b97-1f89-4793-b585-230788396e40
TID: [-1234] [] [2026-01-08 21:04:47,134] [0826f96a-e34d-4e9b-8e1d-084a939aa3b0]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     Token exists in cache: true
TID: [-1234] [] [2026-01-08 21:04:47,134] [0826f96a-e34d-4e9b-8e1d-084a939aa3b0]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     Extracting email from VP token...
TID: [-1234] [] [2026-01-08 21:04:47,141] [0826f96a-e34d-4e9b-8e1d-084a939aa3b0]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     Extracted email: user1
TID: [-1234] [] [2026-01-08 21:04:47,142] [0826f96a-e34d-4e9b-8e1d-084a939aa3b0]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     Validating user exists in user store...
TID: [-1234] [] [2026-01-08 21:04:47,167] [0826f96a-e34d-4e9b-8e1d-084a939aa3b0]  WARN {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} - User not found in user store: user1
TID: [-1234] [] [2026-01-08 21:04:47,168] [0826f96a-e34d-4e9b-8e1d-084a939aa3b0] ERROR {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} - User not found in user store: user1
TID: [-1234] [] [2026-01-08 21:04:47,169] [0826f96a-e34d-4e9b-8e1d-084a939aa3b0] ERROR {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} - Authentication failed: User not found: user1
TID: [-1234] [] [2026-01-08 21:06:10,862] [b4b416c8-b0d0-4eef-a39d-0ee367b38a55]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} - === WalletAuthenticator.canHandle called ===
TID: [-1234] [] [2026-01-08 21:06:10,863] [b4b416c8-b0d0-4eef-a39d-0ee367b38a55]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     proceedAuth=null
TID: [-1234] [] [2026-01-08 21:06:10,864] [b4b416c8-b0d0-4eef-a39d-0ee367b38a55]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     walletState=null
TID: [-1234] [] [2026-01-08 21:06:10,864] [b4b416c8-b0d0-4eef-a39d-0ee367b38a55]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     sessionDataKey=1d874405-c5cb-4ddc-8733-42e3f8061ba8
TID: [-1234] [] [2026-01-08 21:06:10,864] [b4b416c8-b0d0-4eef-a39d-0ee367b38a55]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     canHandle result=false
TID: [-1234] [] [2026-01-08 21:06:10,864] [b4b416c8-b0d0-4eef-a39d-0ee367b38a55]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} - === WalletAuthenticator.initiateAuthenticationRequest CALLED ===
TID: [-1234] [] [2026-01-08 21:06:10,864] [b4b416c8-b0d0-4eef-a39d-0ee367b38a55]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} - Generated state: 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77, sessionDataKey: 1d874405-c5cb-4ddc-8733-42e3f8061ba8
TID: [-1234] [] [2026-01-08 21:06:10,865] [b4b416c8-b0d0-4eef-a39d-0ee367b38a55]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} - === REDIRECTING TO QR CODE PAGE: https://localhost:9443/authenticationendpoint/wallet/login.jsp?walletState=1d62e194-9710-4ab8-bc5a-3e6fb3db7f77&client_id=pCUHiAzyP1VdZwCBHNq_XdRJRbQa&code_challenge=7xa2wIB5EWS6z8slxXpYmMD8uRWRlZ4kT3wVbvCbtIM&code_challenge_method=S256&commonAuthCallerPath=%2Foauth2%2Fauthorize&forceAuth=false&passiveAuth=false&redirect_uri=http%3A%2F%2Flocalhost%3A5173&response_mode=query&response_type=code&scope=openid+profile&state=request_0&sessionDataKey=1d874405-c5cb-4ddc-8733-42e3f8061ba8&relyingParty=pCUHiAzyP1VdZwCBHNq_XdRJRbQa&type=oidc&sp=WalletAuth&spId=dd304979-1fdb-41d7-b3c0-6d5f0338a19c&&isSaaSApp=false ===
TID: [-1234] [] [2026-01-08 21:06:10,865] [b4b416c8-b0d0-4eef-a39d-0ee367b38a55]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} - === REDIRECT SENT SUCCESSFULLY ===
TID: [-1234] [] [2026-01-08 21:06:12,953] [a740694d-abe3-4e62-a698-3a33ad49566f]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:06:12,954] [a740694d-abe3-4e62-a698-3a33ad49566f]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77
TID: [-1234] [] [2026-01-08 21:06:12,954] [a740694d-abe3-4e62-a698-3a33ad49566f]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77: false
TID: [-1234] [] [2026-01-08 21:06:14,952] [7065ac49-389d-49b0-9f65-0b6d04cba88f]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:06:14,953] [7065ac49-389d-49b0-9f65-0b6d04cba88f]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77
TID: [-1234] [] [2026-01-08 21:06:14,953] [7065ac49-389d-49b0-9f65-0b6d04cba88f]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77: false
TID: [-1234] [] [2026-01-08 21:06:16,952] [f63032de-389e-40e6-b2ef-e4c147131990]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:06:16,953] [f63032de-389e-40e6-b2ef-e4c147131990]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77
TID: [-1234] [] [2026-01-08 21:06:16,953] [f63032de-389e-40e6-b2ef-e4c147131990]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77: false
TID: [-1234] [] [2026-01-08 21:06:18,953] [5b480a7f-083b-4f8b-8eac-4af6cc24b63e]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:06:18,954] [5b480a7f-083b-4f8b-8eac-4af6cc24b63e]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77
TID: [-1234] [] [2026-01-08 21:06:18,955] [5b480a7f-083b-4f8b-8eac-4af6cc24b63e]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77: false
TID: [-1234] [] [2026-01-08 21:06:20,953] [856c17c6-6e40-41d9-9d37-a4892d2968d5]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:06:20,954] [856c17c6-6e40-41d9-9d37-a4892d2968d5]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77
TID: [-1234] [] [2026-01-08 21:06:20,954] [856c17c6-6e40-41d9-9d37-a4892d2968d5]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77: false
TID: [-1234] [] [2026-01-08 21:06:22,953] [8f7cc5ec-97e4-4c7a-abdd-0cf9deb65208]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:06:22,953] [8f7cc5ec-97e4-4c7a-abdd-0cf9deb65208]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77
